Date,CHAR,  Ontario,    Ottawa-Gatineau,"      Ottawa-Gatineau, Quebec part","      Ottawa-Gatineau, Ontario part",    Kingston,    Belleville,    Peterborough,    Oshawa,    Toronto,    Hamilton,    St. Catharines - Niagara,    Kitchener - Cambridge - Waterloo,    Brantford,    Guelph,    London,    Windsor,    Barrie,    Greater Sudbury,    Thunder Bay
03/01/2020,      Employment,7360.7,755.4,177.6,577.7,81.3,53.5,56.3,209.8,3395.1,407.7,200.8,329.4,71.9,87.1,266.1,162.8,125.6,86.1,62.5
03/01/2020,      Unemployment,472.6,42.2,11.3,30.9,5.4,6.6,3.9,18.4,216.3,25.7,16.8,22.1,4.4,5.2,17,19.3,7.3,5.1,4.1
03/01/2020,Unemployment rate,6,5.3,6,5.1,6.2,11,6.5,8.1,6,5.9,7.7,6.3,5.8,5.6,6,10.6,5.5,5.6,6.1
03/01/2020,Participation rate,64.4,67.1,66.7,67.3,61.3,51,54.1,67,66,65.3,58.7,71.9,64.5,66.6,61.7,60.6,74.3,62.8,62.4
03/01/2020,Employment rate,60.5,63.6,62.7,63.9,57.5,45.5,50.6,61.6,62,61.4,54.2,67.3,60.8,62.8,57.9,54.2,70.2,59.3,58.5
04/01/2020,Population,12181.9,1189.1,283.4,905.7,141.6,109.1,111.5,340.6,5479.4,663.6,370.6,490,118.3,138.7,459.8,300.9,179,145.2,106.9
04/01/2020,   Labour force,7601.7,780.2,185.3,594.9,84.4,56.2,58.4,224.9,3496.2,422.4,210.3,340.7,75.9,92.4,273.8,171.8,131,87.8,64.2
04/01/2020,      Employment,6998.7,725.4,168.4,557,77.2,47.3,53.7,205.2,3220.6,389.7,189.8,312.3,69,84.2,249.8,149.3,119.4,81.8,59
04/01/2020,      Unemployment,603,54.7,16.9,37.9,7.2,8.8,4.7,19.7,275.6,32.7,20.6,28.4,6.9,8.3,24,22.6,11.7,6,5.2
04/01/2020,Unemployment rate,7.9,7,9.1,6.4,8.5,15.7,8,8.8,7.9,7.7,9.8,8.3,9.1,9,8.8,13.2,8.9,6.8,8.1
04/01/2020,Participation rate,62.4,65.6,65.4,65.7,59.6,51.5,52.4,66,63.8,63.7,56.7,69.5,64.2,66.6,59.5,57.1,73.2,60.5,60.1
04/01/2020,Employment rate,57.5,61,59.4,61.5,54.5,43.4,48.2,60.2,58.8,58.7,51.2,63.7,58.3,60.7,54.3,49.6,66.7,56.3,55.2
05/01/2020,Population,12191.4,1190.3,283.5,906.8,141.8,99.9,111.7,340.8,5485.5,663.7,370.8,490.8,118.3,138.7,460.4,301.4,179.2,145.3,106.9
05/01/2020,   Labour force,7406.4,764.7,179.7,585.1,83,52.1,56.2,220.2,3398.5,409,202.3,328.5,76.1,94.4,269.2,165.4,127.4,85.4,61.7
05/01/2020,      Employment,6624.5,699.7,159.3,540.4,73.7,43.8,50.4,197.3,3020.1,366.1,177.4,293.7,68.4,81.8,238.2,137.6,112.7,77.9,55.4
05/01/2020,      Unemployment,781.9,65,20.4,44.7,9.2,8.3,5.7,22.9,378.4,43,24.9,34.8,7.7,12.6,30.9,27.8,14.7,7.5,6.3
05/01/2020,Unemployment rate,10.6,8.5,11.4,7.6,11.1,15.9,10.1,10.4,11.1,10.5,12.3,10.6,10.1,13.3,11.5,16.8,11.5,8.8,10.2
05/01/2020,Participation rate,60.8,64.2,63.4,64.5,58.5,52.2,50.3,64.6,62,61.6,54.6,66.9,64.3,68.1,58.5,54.9,71.1,58.8,57.7
05/01/2020,Employment rate,54.3,58.8,56.2,59.6,52,43.8,45.1,57.9,55.1,55.2,47.8,59.8,57.8,59,51.7,45.7,62.9,53.6,51.8
06/01/2020,Population,12200.3,1191.4,283.6,907.8,142,96.5,111.8,341,5491.3,663.7,371,491.6,118.3,138.8,461,301.8,179.3,145.3,106.9
06/01/2020,   Labour force,7401.9,759.5,176.9,582.7,84.7,50.8,57,217.6,3412.7,408.7,201.1,324.1,78.1,95.8,268.7,163.2,128.1,84.9,60.9
06/01/2020,      Employment,6504.8,689,156.8,532.2,74.6,43.9,51.2,191.9,2951.4,360,175.2,285.1,68.5,81,236.1,138.3,114,76.5,54.2
06/01/2020,      Unemployment,897.1,70.5,20,50.5,10.1,6.9,5.8,25.7,461.4,48.6,25.9,39,9.6,14.8,32.6,24.8,14.1,8.4,6.6
06/01/2020,Unemployment rate,12.1,9.3,11.3,8.7,11.9,13.6,10.2,11.8,13.5,11.9,12.9,12,12.3,15.4,12.1,15.2,11,9.9,10.8
06/01/2020,Participation rate,60.7,63.7,62.4,64.2,59.6,52.6,51,63.8,62.1,61.6,54.2,65.9,66,69,58.3,54.1,71.4,58.4,57
06/01/2020,Employment rate,53.3,57.8,55.3,58.6,52.5,45.5,45.8,56.3,53.7,54.2,47.2,58,57.9,58.4,51.2,45.8,63.6,52.6,50.7
07/01/2020,Population,12210.7,1192.7,283.7,908.9,142.2,96.5,112,341.3,5497.9,663.8,371.2,492.5,118.4,138.9,461.6,302.3,179.5,145.4,106.8
07/01/2020,   Labour force,7586.1,771.9,178.6,593.3,87,48.3,57.8,222.8,3516.3,416.8,203.7,329.8,79.1,96.7,276.5,169.8,131,86.5,61.7
07/01/2020,      Employment,6664.4,703.6,161.8,541.8,77.5,43.3,51.5,195,3003.6,369.9,178.3,289.6,71,83,248,148.7,118,78.2,55.4
07/01/2020,      Unemployment,921.7,68.3,16.7,51.5,9.5,5,6.3,27.8,512.7,46.9,25.4,40.2,8.1,13.7,28.5,21.1,13,8.3,6.3
07/01/2020,Unemployment rate,12.1,8.8,9.4,8.7,10.9,10.4,10.9,12.5,14.6,11.3,12.5,12.2,10.2,14.2,10.3,12.4,9.9,9.6,10.2
07/01/2020,Participation rate,62.1,64.7,63,65.3,61.2,50.1,51.6,65.3,64,62.8,54.9,67,66.8,69.6,59.9,56.2,73,59.5,57.8
07/01/2020,Employment rate,54.6,59,57,59.6,54.5,44.9,46,57.1,54.6,55.7,48,58.8,60,59.8,53.7,49.2,65.7,53.8,51.9
08/01/2020,Population,12221.9,1193.9,283.8,910.1,142.3,100.4,112.2,341.5,5505,663.9,371.5,493.4,118.4,139,462.2,302.8,179.7,145.5,106.8
08/01/2020,   Labour force,7748.8,783.2,180.8,602.4,89,50.7,58.1,226.2,3622.5,423.5,209.9,336.3,80.2,96.2,282,172.9,131.5,87,62.7
08/01/2020,      Employment,6873.3,713.9,165.6,548.3,79.8,43.1,52.1,200.7,3118.4,380.6,185.4,295,72.1,85.1,256.1,155.1,119.2,79.5,57.1
08/01/2020,      Unemployment,875.4,69.3,15.2,54.1,9.2,7.6,6,25.5,504.1,42.8,24.5,41.3,8.1,11.1,25.9,17.8,12.3,7.5,5.7
08/01/2020,Unemployment rate,11.3,8.8,8.4,9,10.3,15,10.3,11.3,13.9,10.1,11.7,12.3,10.1,11.5,9.2,10.3,9.4,8.6,9.1
08/01/2020,Participation rate,63.4,65.6,63.7,66.2,62.5,50.5,51.8,66.2,65.8,63.8,56.5,68.2,67.7,69.2,61,57.1,73.2,59.8,58.7
08/01/2020,Employment rate,56.2,59.8,58.4,60.2,56.1,42.9,46.4,58.8,56.6,57.3,49.9,59.8,60.9,61.2,55.4,51.2,66.3,54.6,53.5
09/01/2020,Population,12233.5,1195.3,284,911.2,142.4,107.8,112.4,341.8,5512.2,664.1,371.8,494.3,118.4,139.1,462.9,303.3,179.9,145.5,106.8
09/01/2020,   Labour force,7845.9,792.4,181.4,611,88.9,54.4,59.1,229.4,3680.3,418.2,210.5,338.2,80.3,95.4,286.8,173,130.1,87.7,64
09/01/2020,      Employment,7018.3,725.4,166.3,559,80.4,46.8,52.5,207.6,3206.6,379,191.2,299,73.6,86,261.3,155.9,117.6,80.1,58.6
09/01/2020,      Unemployment,827.6,67.1,15.1,52,8.5,7.6,6.7,21.8,473.7,39.2,19.3,39.2,6.7,9.4,25.5,17.1,12.4,7.6,5.3
09/01/2020,Unemployment rate,10.5,8.5,8.3,8.5,9.6,14,11.3,9.5,12.9,9.4,9.2,11.6,8.3,9.9,8.9,9.9,9.5,8.7,8.3
09/01/2020,Participation rate,64.1,66.3,63.9,67.1,62.4,50.5,52.6,67.1,66.8,63,56.6,68.4,67.8,68.6,62,57,72.3,60.3,59.9
09/01/2020,Employment rate,57.4,60.7,58.6,61.3,56.5,43.4,46.7,60.7,58.2,57.1,51.4,60.5,62.2,61.8,56.4,51.4,65.4,55.1,54.9
10/01/2020,Population,12244.8,1196.7,284.2,912.4,142.5,110.7,112.6,342.1,5519.2,664.3,372,495.1,118.5,139.2,463.6,303.7,180.1,145.6,106.8
10/01/2020,   Labour force,7920.8,789.1,182.7,606.4,89.3,57,60.3,231.4,3720.1,415.4,215.1,338.8,80.7,95,287.4,174.4,128.5,87.8,64.8
10/01/2020,      Employment,7123.3,724.4,167.7,556.7,81.2,50.7,53.2,212.2,3286,375.7,197.5,303.3,74.3,86.9,261.5,155.1,116.6,80.7,59.7
10/01/2020,      Unemployment,797.5,64.7,15,49.7,8.1,6.3,7.1,19.2,434.1,39.7,17.6,35.4,6.3,8.1,25.9,19.2,11.9,7.1,5
10/01/2020,Unemployment rate,10.1,8.2,8.2,8.2,9.1,11.1,11.8,8.3,11.7,9.6,8.2,10.4,7.8,8.5,9,11,9.3,8.1,7.7
10/01/2020,Participation rate,64.7,65.9,64.3,66.5,62.7,51.5,53.6,67.6,67.4,62.5,57.8,68.4,68.1,68.2,62,57.4,71.3,60.3,60.7
10/01/2020,Employment rate,58.2,60.5,59,61,57,45.8,47.2,62,59.5,56.6,53.1,61.3,62.7,62.4,56.4,51.1,64.7,55.4,55.9
11/01/2020,Population,12256.5,1198.2,284.5,913.8,142.7,107.7,112.7,342.4,5526.1,664.5,372.2,495.9,118.5,139.4,464.2,304,180.3,145.6,106.8
11/01/2020,   Labour force,7966.5,786.7,183.2,603.5,89.1,54.5,59.8,231.6,3740.3,418.7,215,336.9,80.4,93,287.1,173.9,128.5,88,65.4
11/01/2020,      Employment,7198.7,728.3,169.5,558.8,82.3,51.6,53,212.7,3334.2,384.1,198.3,306.7,74.6,86.5,262.1,155.1,114.8,81.2,60.3
11/01/2020,      Unemployment,767.7,58.5,13.8,44.7,6.8,2.9,6.8,18.9,406.1,34.6,16.7,30.3,5.7,6.5,24.9,18.8,13.7,6.8,5.1
11/01/2020,Unemployment rate,9.6,7.4,7.5,7.4,7.6,5.3,11.4,8.2,10.9,8.3,7.8,9,7.1,7,8.7,10.8,10.7,7.7,7.8
11/01/2020,Participation rate,65,65.7,64.4,66,62.4,50.6,53.1,67.6,67.7,63,57.8,67.9,67.8,66.7,61.8,57.2,71.3,60.4,61.2
11/01/2020,Employment rate,58.7,60.8,59.6,61.2,57.7,47.9,47,62.1,60.3,57.8,53.3,61.8,63,62.1,56.5,51,63.7,55.8,56.5
12/01/2020,Population,12266.1,1199.6,284.7,914.9,142.9,102.5,112.8,342.7,5531.5,664.8,372.3,496.4,118.6,139.5,464.7,304.2,180.4,145.6,106.7
12/01/2020,   Labour force,7989,787,183.9,603.1,89.3,54.8,62.1,230,3736.6,426.5,216,340,79.5,91.2,288.9,171.6,128.2,88,65.6
12/01/2020,      Employment,7219.1,730.6,170.7,559.9,83.7,53.1,54.2,211.7,3331.2,391.6,195.5,310.9,74,85.9,265.1,152.2,112.9,81.1,60.4
12/01/2020,      Unemployment,769.9,56.4,13.2,43.2,5.6,1.7,7.9,18.3,405.4,34.9,20.5,29,5.5,5.2,23.8,19.3,15.3,6.9,5.2
12/01/2020,Unemployment rate,9.6,7.2,7.2,7.2,6.3,3.1,12.7,8,10.8,8.2,9.5,8.5,6.9,5.7,8.2,11.2,11.9,7.8,7.9
12/01/2020,Participation rate,65.1,65.6,64.6,65.9,62.5,53.5,55.1,67.1,67.6,64.2,58,68.5,67,65.4,62.2,56.4,71.1,60.4,61.5
12/01/2020,Employment rate,58.9,60.9,60,61.2,58.6,51.8,48,61.8,60.2,58.9,52.5,62.6,62.4,61.6,57,50,62.6,55.7,56.6
01/01/2021,Population,12274.1,1201,284.9,916.1,143,97.8,112.8,343,5536.1,665,372.4,496.9,118.6,139.6,465.1,304.4,180.5,145.6,106.7
01/01/2021,   Labour force,7953.1,796.1,184,612.2,90.1,56.1,63,225.5,3713.9,426.9,211.6,340.9,78.6,90.9,291.4,170.5,125.8,87.6,65.4
01/01/2021,      Employment,7181.1,740,170.2,569.8,84.1,53.4,55.1,206.1,3299,396.4,187,312.5,72.9,85,267.5,152.7,108.4,80.5,59.8
01/01/2021,      Unemployment,772.1,56.1,13.7,42.4,6.1,2.7,7.9,19.4,415,30.5,24.6,28.5,5.7,5.9,23.9,17.8,17.5,7.1,5.6
01/01/2021,Unemployment rate,9.7,7,7.4,6.9,6.8,4.8,12.5,8.6,11.2,7.1,11.6,8.4,7.3,6.5,8.2,10.4,13.9,8.1,8.6
01/01/2021,Participation rate,64.8,66.3,64.6,66.8,63,57.4,55.9,65.7,67.1,64.2,56.8,68.6,66.3,65.1,62.7,56,69.7,60.2,61.3
01/01/2021,Employment rate,58.5,61.6,59.7,62.2,58.8,54.6,48.8,60.1,59.6,59.6,50.2,62.9,61.5,60.9,57.5,50.2,60.1,55.3,56
02/01/2021,Population,12282.5,1202.6,285.2,917.4,143.2,94.6,112.9,343.3,5540.9,665.2,372.5,497.4,118.7,139.7,465.5,304.5,180.6,145.5,106.6
02/01/2021,   Labour force,7938.2,807.5,185.4,622.1,90.9,59.4,65.3,223.4,3680,430.4,209.8,340.6,79.4,93.4,292.8,173.1,123.9,88.1,64.8
02/01/2021,      Employment,7171.8,752.3,171.2,581.1,84.2,55,57.2,204.9,3272.3,398.4,184.1,313.7,73.2,86.1,271.4,154.8,108,80.3,59.4
02/01/2021,      Unemployment,766.3,55.2,14.2,41,6.7,4.4,8.1,18.5,407.8,32,25.6,26.9,6.2,7.3,21.4,18.3,15.9,7.7,5.5
02/01/2021,Unemployment rate,9.7,6.8,7.7,6.6,7.4,7.4,12.4,8.3,11.1,7.4,12.2,7.9,7.8,7.8,7.3,10.6,12.8,8.7,8.5
02/01/2021,Participation rate,64.6,67.1,65,67.8,63.5,62.8,57.8,65.1,66.4,64.7,56.3,68.5,66.9,66.9,62.9,56.8,68.6,60.5,60.8
02/01/2021,Employment rate,58.4,62.6,60,63.3,58.8,58.1,50.7,59.7,59.1,59.9,49.4,63.1,61.7,61.6,58.3,50.8,59.8,55.2,55.7
03/01/2021,Population,12291.6,1204.3,285.4,918.8,143.4,93.8,112.9,343.7,5545.8,665.4,372.6,497.9,118.8,139.9,466,304.6,180.8,145.5,106.6
03/01/2021,   Labour force,7923.4,814.6,186,628.6,90.9,58.7,66.4,222,3659.5,432.6,214.6,338.7,81.3,97.5,295,180.8,123.1,88.5,64.7
03/01/2021,      Employment,7217,760.2,172.5,587.7,83.8,52.6,60.1,204.3,3283.4,404.1,189.2,314,75.5,88.8,273.5,163,109.5,81,59.5
03/01/2021,      Unemployment,706.4,54.4,13.5,40.9,7.1,6.1,6.3,17.7,376.1,28.5,25.4,24.7,5.9,8.7,21.6,17.7,13.6,7.5,5.2
03/01/2021,Unemployment rate,8.9,6.7,7.3,6.5,7.8,10.4,9.5,8,10.3,6.6,11.8,7.3,7.3,8.9,7.3,9.8,11,8.5,8
03/01/2021,Participation rate,64.5,67.6,65.2,68.4,63.4,62.6,58.8,64.6,66,65,57.6,68,68.4,69.7,63.3,59.4,68.1,60.8,60.7
03/01/2021,Employment rate,58.7,63.1,60.4,64,58.4,56.1,53.2,59.4,59.2,60.7,50.8,63.1,63.6,63.5,58.7,53.5,60.6,55.7,55.8
04/01/2021,Population,12301.8,1206,285.7,920.3,143.7,94.3,113,344.1,5551.1,665.7,372.7,498.5,118.8,140.1,466.5,304.8,180.9,145.5,106.6
04/01/2021,   Labour force,7938.2,823.8,186.1,637.8,90.1,57.4,67.8,221.5,3644,442.5,220.1,340.5,81.9,99.9,301.9,185.7,121.3,89.4,65.1
04/01/2021,      Employment,7260.1,767.4,173.7,593.7,83,50.6,63.1,204.5,3296.1,409.7,195.2,317.4,76.6,90.8,277.3,166,111.2,81.7,60.1
04/01/2021,      Unemployment,678,56.4,12.4,44,7.1,6.9,4.8,17,347.9,32.8,25,23,5.3,9.1,24.5,19.7,10.1,7.7,5
04/01/2021,Unemployment rate,8.5,6.8,6.7,6.9,7.9,12,7.1,7.7,9.5,7.4,11.4,6.8,6.5,9.1,8.1,10.6,8.3,8.6,7.7
04/01/2021,Participation rate,64.5,68.3,65.1,69.3,62.7,60.9,60,64.4,65.6,66.5,59.1,68.3,68.9,71.3,64.7,60.9,67.1,61.4,61.1
04/01/2021,Employment rate,59,63.6,60.8,64.5,57.8,53.7,55.8,59.4,59.4,61.5,52.4,63.7,64.5,64.8,59.4,54.5,61.5,56.2,56.4
05/01/2021,Population,12310.1,1207.5,285.9,921.6,143.9,92.7,113,344.4,5555.2,666,372.8,498.9,118.9,140.2,466.9,304.9,181,145.5,106.5
05/01/2021,   Labour force,7936.6,831.3,183.8,647.4,87.7,54.3,70.8,220.8,3641.4,442.2,220.1,343,80.6,100.8,308.4,185,122.3,89.3,65.3
05/01/2021,      Employment,7263,769.2,172.5,596.7,80.4,48.3,66.3,202.8,3297.3,408.8,197,319.1,75.8,92,279.2,165.5,112.9,82.2,60.5
05/01/2021,      Unemployment,673.6,62,11.4,50.7,7.2,6,4.5,18,344,33.4,23.1,23.9,4.8,8.9,29.2,19.6,9.4,7.1,4.8
05/01/2021,Unemployment rate,8.5,7.5,6.2,7.8,8.2,11,6.4,8.2,9.4,7.6,10.5,7,6,8.8,9.5,10.6,7.7,8,7.4
05/01/2021,Participation rate,64.5,68.8,64.3,70.2,60.9,58.6,62.7,64.1,65.5,66.4,59,68.8,67.8,71.9,66.1,60.7,67.6,61.4,61.3
05/01/2021,Employment rate,59,63.7,60.3,64.7,55.9,52.1,58.7,58.9,59.4,61.4,52.8,64,63.8,65.6,59.8,54.3,62.4,56.5,56.8
06/01/2021,Population,12317.5,1209,286.1,922.9,144.2,88.8,113.1,344.8,5559,666.2,372.8,499.3,119,140.3,467.3,305,181.1,145.5,106.5
06/01/2021,   Labour force,7934.2,836.1,184.1,652,85.7,48.2,70.3,221,3659,439.6,216.1,343.4,78.9,99.6,310.2,184.8,123.2,88.9,65.3
06/01/2021,      Employment,7244,774.1,172.9,601.2,78.6,43.2,65.9,201.9,3304.6,405.1,191.6,321.4,73.9,90.5,280.6,163.2,113,82.1,60.8
06/01/2021,      Unemployment,690.2,62,11.2,50.8,7.2,5,4.4,19,354.4,34.5,24.5,22.1,4.9,9.1,29.7,21.6,10.3,6.8,4.4
06/01/2021,Unemployment rate,8.7,7.4,6.1,7.8,8.4,10.4,6.3,8.6,9.7,7.8,11.3,6.4,6.2,9.1,9.6,11.7,8.4,7.6,6.7
06/01/2021,Participation rate,64.4,69.2,64.3,70.6,59.4,54.3,62.2,64.1,65.8,66,58,68.8,66.3,71,66.4,60.6,68,61.1,61.3
06/01/2021,Employment rate,58.8,64,60.4,65.1,54.5,48.6,58.3,58.6,59.4,60.8,51.4,64.4,62.1,64.5,60,53.5,62.4,56.4,57.1
07/01/2021,Population,12326.6,1210.6,286.4,924.3,144.5,89,113.1,345.2,5563.6,666.4,372.9,499.8,119.1,140.5,467.7,305.1,181.3,145.5,106.4
07/01/2021,   Labour force,7964.6,833.9,185.4,648.5,85.4,49.1,70.3,222.4,3694.8,434.9,214.8,342.8,78.4,100,309.3,183.2,125,88.3,64.8
07/01/2021,      Employment,7295,778.5,175.8,602.7,78.5,44.8,65.7,204.1,3341,403.7,192.3,320.7,74,91.8,282.5,163.3,115.5,80.8,60.9
07/01/2021,      Unemployment,669.6,55.4,9.6,45.8,6.9,4.3,4.6,18.3,353.8,31.2,22.5,22.2,4.4,8.2,26.7,19.9,9.5,7.5,3.9
07/01/2021,Unemployment rate,8.4,6.6,5.2,7.1,8.1,8.8,6.5,8.2,9.6,7.2,10.5,6.5,5.6,8.2,8.6,10.9,7.6,8.5,6
07/01/2021,Participation rate,64.6,68.9,64.7,70.2,59.1,55.2,62.2,64.4,66.4,65.3,57.6,68.6,65.8,71.2,66.1,60,68.9,60.7,60.9
07/01/2021,Employment rate,59.2,64.3,61.4,65.2,54.3,50.3,58.1,59.1,60.1,60.6,51.6,64.2,62.1,65.3,60.4,53.5,63.7,55.5,57.2
08/01/2021,Population,12339.1,1212.6,286.7,925.9,144.7,92.5,113.2,345.7,5569.7,666.9,373.1,500.4,119.2,140.7,468.3,305.3,181.5,145.5,106.4
08/01/2021,   Labour force,8004.6,823,187.9,635.1,86.5,50.4,67.9,224,3746.9,440.7,221.2,343.6,78.5,99.9,308,183.8,123.5,88.5,65
08/01/2021,      Employment,7365,776.3,178.9,597.4,80.1,47,63.7,205.9,3402.6,410,197.6,321,74.1,92.6,284.8,164.6,114.5,80.9,61.1
08/01/2021,      Unemployment,639.6,46.7,9,37.7,6.3,3.4,4.2,18.2,344.2,30.7,23.5,22.5,4.4,7.3,23.2,19.2,9,7.6,4
08/01/2021,Unemployment rate,8,5.7,4.8,5.9,7.3,6.7,6.2,8.1,9.2,7,10.6,6.5,5.6,7.3,7.5,10.4,7.3,8.6,6.2
08/01/2021,Participation rate,64.9,67.9,65.5,68.6,59.8,54.5,60,64.8,67.3,66.1,59.3,68.7,65.9,71,65.8,60.2,68,60.8,61.1
08/01/2021,Employment rate,59.7,64,62.4,64.5,55.4,50.8,56.3,59.6,61.1,61.5,53,64.1,62.2,65.8,60.8,53.9,63.1,55.6,57.4
09/01/2021,Population,12353.7,1214.6,287,927.6,144.9,96.4,113.3,346.2,5576.7,667.5,373.4,501.1,119.3,140.9,468.9,305.6,181.7,145.6,106.4
09/01/2021,   Labour force,8053.3,811.5,187.4,624,87.2,54.2,68.4,227.7,3780.2,444.8,225.4,343.4,78.3,100,308.3,183.1,124.3,88.6,65.4
09/01/2021,      Employment,7427.9,768.3,179.9,588.4,80.6,50.5,64.1,210.5,3446.7,416.3,206.3,320.1,73.7,94,285.9,164.1,116.6,81.3,61.1
09/01/2021,      Unemployment,625.4,43.1,7.5,35.6,6.5,3.8,4.3,17.1,333.5,28.5,19.1,23.3,4.6,6,22.4,19,7.8,7.4,4.3
09/01/2021,Unemployment rate,7.8,5.3,4,5.7,7.5,7,6.3,7.5,8.8,6.4,8.5,6.8,5.9,6,7.3,10.4,6.3,8.4,6.6
09/01/2021,Participation rate,65.2,66.8,65.3,67.3,60.2,56.2,60.4,65.8,67.8,66.6,60.4,68.5,65.6,71,65.7,59.9,68.4,60.9,61.5
09/01/2021,Employment rate,60.1,63.3,62.7,63.4,55.6,52.4,56.6,60.8,61.8,62.4,55.2,63.9,61.8,66.7,61,53.7,64.2,55.8,57.4
10/01/2021,Population,12368.7,1216.7,287.3,929.4,145.2,94.3,113.5,346.8,5583.9,668.2,373.6,501.8,119.4,141.1,469.6,305.8,181.9,145.6,106.4
10/01/2021,   Labour force,8087.4,800.9,185.9,615.1,87.5,51.5,69.3,231.2,3801.3,444.1,227.3,346,79.2,99.3,309.7,185,124.8,88.7,65.8
10/01/2021,      Employment,7481.8,760.7,178.9,581.8,81.2,48,64.3,213.9,3483.6,416.8,209.5,323.5,73.4,94.2,288.3,168,118,82.6,61.4
10/01/2021,      Unemployment,605.6,40.2,6.9,33.3,6.3,3.5,4.9,17.4,317.7,27.3,17.8,22.5,5.8,5.1,21.4,17,6.8,6.1,4.4
10/01/2021,Unemployment rate,7.5,5,3.7,5.4,7.2,6.8,7.1,7.5,8.4,6.1,7.8,6.5,7.3,5.1,6.9,9.2,5.4,6.9,6.7
10/01/2021,Participation rate,65.4,65.8,64.7,66.2,60.3,54.6,61.1,66.7,68.1,66.5,60.8,69,66.3,70.4,65.9,60.5,68.6,60.9,61.8
10/01/2021,Employment rate,60.5,62.5,62.3,62.6,55.9,50.9,56.7,61.7,62.4,62.4,56.1,64.5,61.5,66.8,61.4,54.9,64.9,56.7,57.7
11/01/2021,Population,12383.6,1218.8,287.6,931.1,145.5,95.8,113.6,347.3,5591.1,668.8,373.9,502.5,119.6,141.4,470.2,306.1,182.2,145.7,106.4
11/01/2021,   Labour force,8113.1,794.4,185.2,609.2,87.5,53,70.6,234.9,3811.4,439.1,226.3,347.8,79.6,99.4,310.9,191.6,125.8,89.2,66.7
11/01/2021,      Employment,7538.6,758.1,178.2,579.9,81.4,48.7,64.6,219.8,3513.1,413.3,208.2,327.9,73.3,94.9,290.3,175.4,120,83.6,62.1
11/01/2021,      Unemployment,574.5,36.3,7,29.3,6.1,4.2,6,15,298.3,25.8,18.1,19.8,6.2,4.5,20.5,16.2,5.8,5.6,4.6
